location,date,population,new_cases,new_cases_per_million,new_deaths,new_deaths_per_million,new_tests,people_fully_vaccinated_per_hundred
Bolivia,2021-01-27,11832936,2866,242.205,62,5.24,8249,0
Bolivia,2021-01-28,11832936,2652,224.12,59,4.986,8033,0
Bolivia,2021-01-29,11832936,2666,225.303,53,4.479,8196,0
Bolivia,2021-01-30,11832936,2005,169.442,51,4.31,6340,0
Bolivia,2021-01-31,11832936,1438,121.525,49,4.141,3978,0
Bolivia,2021-02-01,11832936,1464,123.722,60,5.071,5190,0
Bolivia,2021-02-02,11832936,2127,179.753,74,6.254,7233,0
Bolivia,2021-02-03,11832936,2021,170.794,58,4.902,7020,0
Bolivia,2021-02-04,11832936,1787,151.019,62,5.24,6808,0
Bolivia,2021-02-05,11832936,1676,141.639,54,4.564,6443,0
Bolivia,2021-02-06,11832936,1218,102.933,66,5.578,5454,0
Bolivia,2021-02-07,11832936,839,70.904,43,3.634,3226,0
Bolivia,2021-02-08,11832936,1220,103.102,68,5.747,4744,0
Bolivia,2021-02-09,11832936,1544,130.483,65,5.493,6865,0
Bolivia,2021-02-10,11832936,1771,149.667,67,5.662,8067,0
Bolivia,2021-02-11,11832936,1352,114.257,48,4.056,5948,0
Bolivia,2021-02-12,11832936,1244,105.13,63,5.324,6069,0
Bolivia,2021-02-13,11832936,938,79.27,48,4.056,4697,0
Bolivia,2021-02-14,11832936,696,58.819,47,3.972,2946,0
Bolivia,2021-02-15,11832936,412,34.818,32,2.704,2831,0
Bolivia,2021-02-16,11832936,562,47.495,40,3.38,2273,0
Bolivia,2021-02-17,11832936,789,66.678,29,2.451,4107,0
Bolivia,2021-02-18,11832936,1029,86.961,50,4.225,6404,0
Bolivia,2021-02-19,11832936,1152,97.355,37,3.127,6746,0
Bolivia,2021-02-20,11832936,1095,92.538,27,2.282,5312,0
Bolivia,2021-02-21,11832936,521,44.03,24,2.028,3148,0
Bolivia,2021-02-22,11832936,884,74.707,29,2.451,5873,0
Bolivia,2021-02-23,11832936,1204,101.75,38,3.211,7326,0.01
Bolivia,2021-02-24,11832936,1339,113.159,39,3.296,9377,0.02
Bolivia,2021-02-25,11832936,1103,93.214,30,2.535,8361,0.06
Bolivia,2021-02-26,11832936,1069,90.341,32,2.704,7336,0.06
Bolivia,2021-02-27,11832936,656,55.438,19,1.606,4698,0.06
Bolivia,2021-02-28,11832936,463,39.128,21,1.775,3892,0.06
Bolivia,2021-03-01,11832936,757,63.974,17,1.437,6045,0.06
Bolivia,2021-03-02,11832936,790,66.763,37,3.127,6563,0.08
Bolivia,2021-03-03,11832936,834,70.481,31,2.62,6860,0.08
Bolivia,2021-03-04,11832936,969,81.89,27,2.282,5975,0.08
Bolivia,2021-03-05,11832936,937,79.186,28,2.366,7409,0.08
Bolivia,2021-03-06,11832936,653,55.185,18,1.521,5267,0.08
Bolivia,2021-03-07,11832936,323,27.297,16,1.352,2423,0.08
Bolivia,2021-03-08,11832936,463,39.128,22,1.859,3428,0.08
Bolivia,2021-03-09,11832936,885,74.791,13,1.099,5779,0.08
Bolivia,2021-03-10,11832936,841,71.073,26,2.197,6015,0.08
Bolivia,2021-03-11,11832936,778,65.749,19,1.606,7206,0.08
Bolivia,2021-03-12,11832936,1084,91.609,27,2.282,9509,0.08
Bolivia,2021-03-13,11832936,680,57.467,14,1.183,5767,0.08
Bolivia,2021-03-14,11832936,385,32.536,14,1.183,3812,0.08
Bolivia,2021-03-15,11832936,670,56.622,16,1.352,7050,0.08
Bolivia,2021-03-16,11832936,929,78.51,23,1.944,7163,0.08
Bolivia,2021-03-17,11832936,1068,90.257,18,1.521,6646,0.09
Bolivia,2021-03-18,11832936,885,74.791,13,1.099,6736.142857142857,0.09
Bolivia,2021-03-19,11832936,867,73.27,13,1.099,6482,0.14
Bolivia,2021-03-20,11832936,603,50.959,10,0.845,4139,0.16
Bolivia,2021-03-21,11832936,223,18.846,9,0.761,2182,0.16
Bolivia,2021-03-22,11832936,573,48.424,14,1.183,5771.163265306122,0.24
Bolivia,2021-03-23,11832936,879,74.284,19,1.606,5588.472303206997,0.36
Bolivia,2021-03-24,11832936,973,82.228,14,1.183,7744,0.48
Bolivia,2021-03-25,11832936,774,65.411,24,2.028,6645,0.6
Bolivia,2021-03-26,11832936,878,74.2,12,1.014,5935,0.73
Bolivia,2021-03-27,11832936,591,49.945,22,1.859,4459,0.75
Bolivia,2021-03-28,11832936,326,27.55,21,1.775,2614,0.75
Bolivia,2021-03-29,11832936,719,60.763,25,2.113,6244,0.81
Bolivia,2021-03-30,11832936,1072,90.595,28,2.366,7748,0.87
Bolivia,2021-03-31,11832936,992,83.834,18,1.521,8819,0.92
Bolivia,2021-04-01,11832936,916,77.411,23,1.944,7139,0.97
Bolivia,2021-04-02,11832936,620,52.396,25,2.113,4773,0.98
Bolivia,2021-04-03,11832936,520,43.945,11,0.93,3743,0.99
Bolivia,2021-04-04,11832936,467,39.466,8,0.676,3996,0.99
Bolivia,2021-04-05,11832936,458,38.706,20,1.69,3185,1.05
Bolivia,2021-04-06,11832936,1498,126.596,22,1.859,13347,1.08
Bolivia,2021-04-07,11832936,1076,90.933,19,1.606,9466,1.12
Bolivia,2021-04-08,11832936,1241,104.877,27,2.282,10756,1.16
Bolivia,2021-04-09,11832936,1442,121.863,16,1.352,11658,1.19
Bolivia,2021-04-10,11832936,921,77.834,14,1.183,6863,1.2
Bolivia,2021-04-11,11832936,525,44.368,9,0.761,6447,1.2
Bolivia,2021-04-12,11832936,989,83.58,18,1.521,9616,1.22
Bolivia,2021-04-13,11832936,1099,92.876,27,2.282,10320,1.25
Bolivia,2021-04-14,11832936,1108,93.637,23,1.944,9538,1.29
Bolivia,2021-04-15,11832936,823,69.552,84,7.099,8261,1.34
Bolivia,2021-04-16,11832936,1246,105.299,22,1.859,9818,1.4
Bolivia,2021-04-17,11832936,0,0,0,0,6714,1.4
Bolivia,2021-04-18,11832936,1706,144.174,23,1.944,4043,1.4
Bolivia,2021-04-19,11832936,1296,109.525,18,1.521,8330,1.45
Bolivia,2021-04-20,11832936,1313,110.961,29,2.451,8146.285714285715,1.5
Bolivia,2021-04-21,11832936,1386,117.131,36,3.042,10802,1.54
Bolivia,2021-04-22,11832936,1330,112.398,27,2.282,11163,1.59
Bolivia,2021-04-23,11832936,1501,126.849,25,2.113,9663,1.61
Bolivia,2021-04-24,11832936,1293,109.271,29,2.451,6353,1.61
Bolivia,2021-04-25,11832936,474,40.058,12,1.014,3848,1.61
Bolivia,2021-04-26,11832936,1119,94.567,37,3.127,8873,1.67
Bolivia,2021-04-27,11832936,1480,125.075,24,2.028,11112,1.74
Bolivia,2021-04-28,11832936,1573,132.934,35,2.958,11252,1.81
Bolivia,2021-04-29,11832936,0,0,0,0,14635,1.88
Bolivia,2021-04-30,11832936,1901,160.653,31,2.62,14124,1.96
Bolivia,2021-05-01,11832936,2795,236.205,58,4.902,6599,1.97
Bolivia,2021-05-02,11832936,0,0,0,0,6233,1.98
Bolivia,2021-05-03,11832936,2457,207.641,26,2.197,9284,2.04
Bolivia,2021-05-04,11832936,0,0,0,0,10334,2.09
Bolivia,2021-05-05,11832936,1588,134.202,47,3.972,11296,2.13
Bolivia,2021-05-06,11832936,3618,305.757,69,5.831,9638,2.17
Bolivia,2021-05-07,11832936,0,0,0,0,10026,2.22
Bolivia,2021-05-08,11832936,3357,283.7,54,4.564,6327,2.23
Bolivia,2021-05-09,11832936,0,0,0,0,4720,2.24
Bolivia,2021-05-10,11832936,1063,89.834,23,1.944,8189,2.28
Bolivia,2021-05-11,11832936,1599,135.131,30,2.535,11250,2.31
Bolivia,2021-05-12,11832936,2369,200.204,50,4.225,11063,2.34
Bolivia,2021-05-13,11832936,2290,193.528,37,3.127,11852,2.37
Bolivia,2021-05-14,11832936,2356,199.105,64,5.409,10700,2.4
Bolivia,2021-05-15,11832936,2509,212.035,42,3.549,6952,2.4
Bolivia,2021-05-16,11832936,2834,239.501,66,5.578,4357,2.41
Bolivia,2021-05-17,11832936,2257,190.739,49,4.141,9512,2.44
Bolivia,2021-05-18,11832936,0,0,0,0,11123,2.47
Bolivia,2021-05-19,11832936,2617,221.162,69,5.831,12366,2.49
Bolivia,2021-05-20,11832936,2766,233.754,58,4.902,13015,2.51
Bolivia,2021-05-21,11832936,2858,241.529,87,7.352,12503,2.52
Bolivia,2021-05-22,11832936,3005,253.952,77,6.507,9975.42857142857,2.53
Bolivia,2021-05-23,11832936,3583,302.799,108,9.127,10407.34693877551,2.54
Bolivia,2021-05-24,11832936,0,0,0,0,11855,2.56
Bolivia,2021-05-25,11832936,5696,481.368,159,13.437,14019,2.64
Bolivia,2021-05-26,11832936,3213,271.53,102,8.62,14457,2.76
Bolivia,2021-05-27,11832936,3018,255.051,86,7.268,14276,2.87
Bolivia,2021-05-28,11832936,2990,252.685,65,5.493,14324,2.92
Bolivia,2021-05-29,11832936,2144,181.189,58,4.902,9475,2.93
Bolivia,2021-05-30,11832936,1760,148.737,36,3.042,7397,2.93
Bolivia,2021-05-31,11832936,2805,237.05,53,4.479,12725,2.96
Bolivia,2021-06-01,11832936,3439,290.629,115,9.719,14778,2.98
Bolivia,2021-06-02,11832936,3310,279.728,93,7.859,14574,3
Bolivia,2021-06-03,11832936,2429,205.274,100,8.451,10539,3.01
Bolivia,2021-06-04,11832936,3000,253.53,68,5.747,12655,3.13
Bolivia,2021-06-05,11832936,2277,192.429,81,6.845,9608,3.17
Bolivia,2021-06-06,11832936,1428,120.68,43,3.634,6157,3.17
Bolivia,2021-06-07,11832936,0,0,0,0,12505,3.45
Bolivia,2021-06-08,11832936,5813,491.256,153,12.93,14424,3.8
Bolivia,2021-06-09,11832936,0,0,0,0,17889,4.03
Bolivia,2021-06-10,11832936,7072,597.654,144,12.169,16286,4.2
Bolivia,2021-06-11,11832936,0,0,0,0,15860,4.39
Bolivia,2021-06-12,11832936,5300,447.902,164,13.86,13247,4.42
Bolivia,2021-06-13,11832936,1607,135.807,57,4.817,13766.857142857143,4.44
Bolivia,2021-06-14,11832936,2152,181.865,72,6.085,10815,4.53
Bolivia,2021-06-15,11832936,2571,217.275,124,10.479,14612.551020408164,4.6
Bolivia,2021-06-16,11832936,2836,239.67,88,7.437,14639.486880466473,4.7
Bolivia,2021-06-17,11832936,2682,226.655,98,8.282,15078,4.78
Bolivia,2021-06-18,11832936,0,0,0,0,14002.699291961682,4.88
Bolivia,2021-06-19,11832936,3766,318.264,164,13.86,13737.370619384781,4.92
Bolivia,2021-06-20,11832936,1086,91.778,44,3.718,13807.423565011177,4.94
Bolivia,2021-06-21,11832936,764,64.566,42,3.549,4141,4.96
Bolivia,2021-06-22,11832936,1667,140.878,69,5.831,10827,5.15
Bolivia,2021-06-23,11832936,2270,191.837,86,7.268,13653,5.34
Bolivia,2021-06-24,11832936,2430,205.359,85,7.183,13275,5.42
Bolivia,2021-06-25,11832936,2182,184.401,82,6.93,12841,5.54
Bolivia,2021-06-26,11832936,1653,139.695,55,4.648,9406,5.57
Bolivia,2021-06-27,11832936,922,77.918,30,2.535,6341,5.6
Bolivia,2021-06-28,11832936,1633,138.005,50,4.225,10480,5.72
Bolivia,2021-06-29,11832936,2055,173.668,71,6,12424,5.85
Bolivia,2021-06-30,11832936,2001,169.104,65,5.493,12831,5.96
Bolivia,2021-07-01,11832936,1662,140.455,55,4.648,11980,6.09
Bolivia,2021-07-02,11832936,1598,135.047,57,4.817,10960,6.2
Bolivia,2021-07-03,11832936,1206,101.919,41,3.465,7237,6.22
Bolivia,2021-07-04,11832936,878,74.2,31,2.62,5212,6.24
Bolivia,2021-07-05,11832936,1394,117.807,34,2.873,8791,6.3
Bolivia,2021-07-06,11832936,1851,156.428,28,2.366,10785,6.39
Bolivia,2021-07-07,11832936,1474,124.568,54,4.564,9786,6.51
Bolivia,2021-07-08,11832936,1537,129.892,59,4.986,11197,6.61
Bolivia,2021-07-09,11832936,0,0,0,0,12677,6.68
Bolivia,2021-07-10,11832936,2371,200.373,74,6.254,9383.57142857143,6.7
Bolivia,2021-07-11,11832936,646,54.593,19,1.606,9690.224489795919,6.73
Bolivia,2021-07-12,11832936,1195,100.989,31,2.62,8776,6.83
Bolivia,2021-07-13,11832936,1379,116.539,37,3.127,10112,6.94
Bolivia,2021-07-14,11832936,0,0,0,0,10527,7.07
Bolivia,2021-07-15,11832936,2764,233.585,88,7.437,10337.54227405248,7.33
Bolivia,2021-07-16,11832936,0,0,0,0,10214.762598917117,7.63
Bolivia,2021-07-17,11832936,2135,180.429,68,5.747,5983,7.75
Bolivia,2021-07-18,11832936,440,37.184,15,1.268,3620,7.85
Bolivia,2021-07-19,11832936,971,82.059,17,1.437,7671,8.28
Bolivia,2021-07-20,11832936,0,0,0,0,9161,8.71
Bolivia,2021-07-21,11832936,2226,188.119,71,6,9759,9.15
Bolivia,2021-07-22,11832936,967,81.721,30,2.535,8501,9.68
Bolivia,2021-07-23,11832936,1025,86.623,37,3.127,8474,10.27
Bolivia,2021-07-24,11832936,632,53.41,24,2.028,5639,10.45
Bolivia,2021-07-25,11832936,448,37.86,14,1.183,3222,10.68
Bolivia,2021-07-26,11832936,0,0,0,0,6590,11.33
Bolivia,2021-07-27,11832936,1601,135.3,65,5.493,9111,12.05
Bolivia,2021-07-28,11832936,905,76.481,38,3.211,8942,12.7
Bolivia,2021-07-29,11832936,1029,86.961,30,2.535,8832,13.21
Bolivia,2021-07-30,11832936,0,0,0,0,8279,13.64
Bolivia,2021-07-31,11832936,1548,130.821,37,3.127,5831,13.75
Bolivia,2021-08-01,11832936,393,33.212,18,1.521,3173,13.9
Bolivia,2021-08-02,11832936,639,54.002,20,1.69,6046,14.3
Bolivia,2021-08-03,11832936,727,61.439,23,1.944,7989,14.6
Bolivia,2021-08-04,11832936,832,70.312,28,2.366,8717,14.85
Bolivia,2021-08-05,11832936,698,58.988,25,2.113,8333,15.1
Bolivia,2021-08-06,11832936,0,0,0,0,4020,15.13
Bolivia,2021-08-07,11832936,467,39.466,24,2.028,4046,15.19
Bolivia,2021-08-08,11832936,434,36.677,12,1.014,2919,15.27
Bolivia,2021-08-09,11832936,975,82.397,33,2.789,5934,15.55
Bolivia,2021-08-10,11832936,0,0,0,0,8250,15.85
Bolivia,2021-08-11,11832936,1558,131.666,105,8.874,8850,16.24
Bolivia,2021-08-12,11832936,0,0,0,0,7960,16.7
Bolivia,2021-08-13,11832936,1402,118.483,43,3.634,7635,17.13
Bolivia,2021-08-14,11832936,0,0,0,0,5447,17.22
Bolivia,2021-08-15,11832936,797,67.354,33,2.789,2463,17.3
Bolivia,2021-08-16,11832936,0,0,0,0,6648.428571428572,17.71
Bolivia,2021-08-17,11832936,1303,110.116,37,3.127,6750.489795918367,18.1
Bolivia,2021-08-18,11832936,715,60.425,14,1.183,8445,18.53
Bolivia,2021-08-19,11832936,0,0,0,0,7772,18.9
Bolivia,2021-08-20,11832936,738,62.368,20,1.69,8301,19.23
Bolivia,2021-08-21,11832936,1210,102.257,40,3.38,5528,19.29
Bolivia,2021-08-22,11832936,249,21.043,6,0.507,2408,19.35
Bolivia,2021-08-23,11832936,488,41.241,11,0.93,5762,19.68
Bolivia,2021-08-24,11832936,590,49.861,17,1.437,7867,20.3
Bolivia,2021-08-25,11832936,682,57.636,20,1.69,8598,20.96
Bolivia,2021-08-26,11832936,530,44.79,21,1.775,6605.142857142857,21.32
Bolivia,2021-08-27,11832936,0,0,0,0,6438.448979591837,21.98
Bolivia,2021-08-28,11832936,869,73.439,31,2.62,12522,22.2
Bolivia,2021-08-29,11832936,254,21.466,9,0.761,2545,22.41
Bolivia,2021-08-30,11832936,411,34.734,18,1.521,5525,22.98
Bolivia,2021-08-31,11832936,412,34.818,23,1.944,6748,23.22
Bolivia,2021-09-01,11832936,461,38.959,21,1.775,7003,23.43
Bolivia,2021-09-02,11832936,419,35.41,13,1.099,7426,23.59
Bolivia,2021-09-03,11832936,0,0,0,0,6914,23.74
Bolivia,2021-09-04,11832936,750,63.382,21,1.775,4530,23.88
Bolivia,2021-09-05,11832936,171,14.451,5,0.423,2340,23.97
Bolivia,2021-09-06,11832936,0,0,0,0,4973,24.15
Bolivia,2021-09-07,11832936,435,36.762,2,0.169,6626,24.39
Bolivia,2021-09-08,11832936,403,34.057,15,1.268,6744,24.64
Bolivia,2021-09-09,11832936,396,33.466,12,1.014,6484,24.87
Bolivia,2021-09-10,11832936,379,32.029,17,1.437,6405,25.03
Bolivia,2021-09-11,11832936,371,31.353,10,0.845,4286,25.07
Bolivia,2021-09-12,11832936,371,31.353,19,1.606,2358,25.09
Bolivia,2021-09-13,11832936,0,0,0,0,4778,25.23
Bolivia,2021-09-14,11832936,577,48.762,16,1.352,5459,25.36
Bolivia,2021-09-15,11832936,420,35.494,13,1.099,6790,25.5
Bolivia,2021-09-16,11832936,0,0,0,0,6705,25.57
Bolivia,2021-09-17,11832936,668,56.453,32,2.704,4210,25.64
Bolivia,2021-09-18,11832936,250,21.127,6,0.507,4317,25.71
Bolivia,2021-09-19,11832936,150,12.676,5,0.423,1867,25.89
Bolivia,2021-09-20,11832936,286,24.17,5,0.423,4540,26.06
Bolivia,2021-09-21,11832936,290,24.508,8,0.676,5514,26.63
Bolivia,2021-09-22,11832936,308,26.029,9,0.761,6026,27.21
Bolivia,2021-09-23,11832936,347,29.325,7,0.592,5960,27.21
Bolivia,2021-09-24,11832936,264,22.311,8,0.676,4682,27.45
Bolivia,2021-09-25,11832936,195,16.479,2,0.169,3647,27.51
Bolivia,2021-09-26,11832936,105,8.874,2,0.169,1792,27.54
Bolivia,2021-09-27,11832936,307,25.945,7,0.592,4733,27.87
Bolivia,2021-09-28,11832936,446,37.691,9,0.761,5945,28.13
Bolivia,2021-09-29,11832936,442,37.353,10,0.845,7107,28.39
Bolivia,2021-09-30,11832936,355,30.001,9,0.761,5817,28.52
Bolivia,2021-10-01,11832936,378,31.945,15,1.268,6384,28.65
Bolivia,2021-10-02,11832936,0,0,0,0,4988,28.67
Bolivia,2021-10-03,11832936,356,30.086,12,1.014,2108,28.69
Bolivia,2021-10-04,11832936,437,36.931,4,0.338,3826,28.94
Bolivia,2021-10-05,11832936,431,36.424,4,0.338,6504,29.07
Bolivia,2021-10-06,11832936,503,42.508,5,0.423,7102,29.19
Bolivia,2021-10-07,11832936,0,0,0,0,6839,29.29
Bolivia,2021-10-08,11832936,472,39.889,5,0.423,5393,29.41
Bolivia,2021-10-09,11832936,410,34.649,9,0.761,5251.428571428572,29.43
Bolivia,2021-10-10,11832936,303,25.606,6,0.507,1771,29.45
Bolivia,2021-10-11,11832936,386,32.621,8,0.676,2988,29.58
Bolivia,2021-10-12,11832936,480,40.565,3,0.254,6202,29.79
Bolivia,2021-10-13,11832936,556,46.987,5,0.423,6838,29.99
Bolivia,2021-10-14,11832936,0,0,0,0,6861,30.21
Bolivia,2021-10-15,11832936,993,83.918,13,1.099,6006,30.43
Bolivia,2021-10-16,11832936,0,0,0,0,4438,30.46
Bolivia,2021-10-17,11832936,504,42.593,10,0.845,2390,30.5
Bolivia,2021-10-18,11832936,480,40.565,0,0,5312,30.79
Bolivia,2021-10-19,11832936,0,0,43,3.634,6511,31.12
Bolivia,2021-10-20,11832936,1032,87.214,10,0.845,6072,31.36
Bolivia,2021-10-21,11832936,536,45.297,4,0.338,6262,31.57
Bolivia,2021-10-22,11832936,574,48.509,5,0.423,6899,31.73
Bolivia,2021-10-23,11832936,433,36.593,2,0.169,5132,31.76
Bolivia,2021-10-24,11832936,210,17.747,3,0.254,2594,31.78
Bolivia,2021-10-25,11832936,0,0,0,0,5040,31.99
Bolivia,2021-10-26,11832936,551,46.565,2,0.169,6408,32.13
Bolivia,2021-10-27,11832936,1384,116.962,8,0.676,7017,32.28
Bolivia,2021-10-28,11832936,0,0,0,0,7127,32.38
Bolivia,2021-10-29,11832936,606,51.213,4,0.338,7221,32.55
Bolivia,2021-10-30,11832936,1124,94.989,10,0.845,4879,32.61
Bolivia,2021-10-31,11832936,0,0,0,0,2086,32.63
Bolivia,2021-11-01,11832936,226,19.099,3,0.254,5682.571428571428,32.73
Bolivia,2021-11-02,11832936,0,0,0,0,5774.367346938776,32.73
Bolivia,2021-11-03,11832936,869,73.439,8,0.676,5546,32.82
Bolivia,2021-11-04,11832936,694,58.65,6,0.507,6468,32.92
Bolivia,2021-11-05,11832936,1856,156.85,18,1.521,7879,33.02
Bolivia,2021-11-06,11832936,0,0,0,0,5309,33.05
Bolivia,2021-11-07,11832936,673,56.875,4,0.338,3092,33.07
Bolivia,2021-11-08,11832936,364,30.762,3,0.254,4398,33.15
Bolivia,2021-11-09,11832936,604,51.044,3,0.254,6343,33.23
Bolivia,2021-11-10,11832936,799,67.523,6,0.507,6568,33.28
Bolivia,2021-11-11,11832936,1849,156.259,22,1.859,6774,33.37
Bolivia,2021-11-12,11832936,1012,85.524,6,0.507,6028,33.46
Bolivia,2021-11-13,11832936,0,0,0,0,5501.714285714285,33.49
Bolivia,2021-11-14,11832936,955,80.707,13,1.099,5529.244897959184,33.51
Bolivia,2021-11-15,11832936,776,65.58,5,0.423,5032,33.61
Bolivia,2021-11-16,11832936,926,78.256,8,0.676,6648,33.74
Bolivia,2021-11-17,11832936,1119,94.567,13,1.099,8368,33.88
Bolivia,2021-11-18,11832936,1074,90.764,6,0.507,7927,34.03
Bolivia,2021-11-19,11832936,0,0,0,0,7613,34.16
Bolivia,2021-11-20,11832936,1027,86.792,2,0.169,5921,34.21
Bolivia,2021-11-21,11832936,668,56.453,11,0.93,6719.749271137026,34.23
Bolivia,2021-11-22,11832936,1294,109.356,18,1.521,6889.821324448147,34.31
Bolivia,2021-11-23,11832936,1059,89.496,16,1.352,8076,34.44
Bolivia,2021-11-24,11832936,0,0,0,0,7359.224370797881,34.55
Bolivia,2021-11-25,11832936,2328,196.739,25,2.113,7215.113566626151,34.66
Bolivia,2021-11-26,11832936,1359,114.849,16,1.352,8764,34.77
Bolivia,2021-11-27,11832936,0,0,0,0,5283,34.82
Bolivia,2021-11-28,11832936,1357,114.68,24,2.028,2872,34.84
Bolivia,2021-11-29,11832936,0,0,0,0,6713,34.96
Bolivia,2021-11-30,11832936,1087,91.862,10,0.845,7300,35.09
Bolivia,2021-12-01,11832936,1088,91.947,17,1.437,7199,35.25
Bolivia,2021-12-02,11832936,1115,94.229,8,0.676,8451,35.41
Bolivia,2021-12-03,11832936,1107,93.552,9,0.761,9009,35.6
Bolivia,2021-12-04,11832936,1990,168.175,10,0.845,5685,35.67
Bolivia,2021-12-05,11832936,531,44.875,7,0.592,3426,35.68
Bolivia,2021-12-06,11832936,1276,107.835,25,2.113,6303,35.85
Bolivia,2021-12-07,11832936,1489,125.835,17,1.437,8041,36.05
Bolivia,2021-12-08,11832936,0,0,0,0,9384,36.27
Bolivia,2021-12-09,11832936,1737,146.794,12,1.014,7185.571428571428,36.47
Bolivia,2021-12-10,11832936,1746,147.554,5,0.423,7004.7959183673465,36.68
Bolivia,2021-12-11,11832936,1878,158.71,24,2.028,5976,36.74
Bolivia,2021-12-12,11832936,1592,134.54,12,1.014,3361,36.76
Bolivia,2021-12-13,11832936,0,0,0,0,7847,36.92
Bolivia,2021-12-14,11832936,1891,159.808,13,1.099,9923,37.1
Bolivia,2021-12-15,11832936,1766,149.244,25,2.113,9822,37.26
Bolivia,2021-12-16,11832936,1800,152.118,17,1.437,10095,37.42
Bolivia,2021-12-17,11832936,2119,179.076,19,1.606,10087,37.53
Bolivia,2021-12-18,11832936,3174,268.234,37,3.127,6630,37.58
Bolivia,2021-12-19,11832936,889,75.129,12,1.014,4404,37.6
Bolivia,2021-12-20,11832936,0,0,0,0,8556,37.73
Bolivia,2021-12-21,11832936,4220,356.632,40,3.38,10716,37.86
Bolivia,2021-12-22,11832936,0,0,0,0,8940,37.98
Bolivia,2021-12-23,11832936,1909,161.329,16,1.352,10360,38.09
Bolivia,2021-12-24,11832936,4371,369.393,34,2.873,9170,38.17
Bolivia,2021-12-25,11832936,0,0,0,0,8396.57142857143,38.18
Bolivia,2021-12-26,11832936,1355,114.511,16,1.352,8648.938775510203,38.19
Bolivia,2021-12-27,11832936,1206,101.919,8,0.676,9255.358600583091,38.31
Bolivia,2021-12-28,11832936,2882,243.557,22,1.859,9355.26697209496,38.49
Bolivia,2021-12-29,11832936,4934,416.972,46,3.887,9160.876539537097,38.6
Bolivia,2021-12-30,11832936,6149,519.651,28,2.366,9192.43033089954,38.74
Brazil,2021-01-01,213993441,22939,107.195,469,2.192,4675,0
Brazil,2021-01-02,213993441,15353,71.745,293,1.369,49339,0
Brazil,2021-01-03,213993441,17190,80.33,311,1.453,26534,0
Brazil,2021-01-04,213993441,25039,117.008,597,2.79,35504,0
Brazil,2021-01-05,213993441,58083,271.424,1188,5.552,72305,0
Brazil,2021-01-06,213993441,62507,292.098,1231,5.753,65234,0
Brazil,2021-01-07,213993441,87969,411.083,1518,7.094,63222,0
Brazil,2021-01-08,213993441,59586,278.448,1081,5.052,77189,0
